file,namespace,types,base_types,method_count,field_count,using_count,top_refs
GClass688.cs,(global),class GClass688,IGetProfileData,13,3,3,Token:25 | RID:25 | RVA:18 | File:18 | Offset:18 | System:3 | DebugBotProfileChooser_0:3 | BotSpawnParams:3
GClass689.cs,(global),class GClass689,IGetProfileData,13,5,3,Token:27 | RID:27 | RVA:18 | File:18 | Offset:18 | Profile:6 | Profile_0:6 | NonSerialized:5
GClass69.cs,(global),class GClass69,BaseLogicLayerSimpleAbstractClass,5,0,1,Token:7 | RID:7 | RVA:6 | File:6 | Offset:6 | BotLogicDecision:5 | AICoreActionEndStruct:4 | AICoreActionResultStruct:3
GClass690.cs,(global),class GClass690 | struct GStruct28,,9,9,1,CachedLengths:23 | Token:21 | RID:21 | Math:11 | RVA:10 | File:10 | Offset:10 | GStruct28:10
GClass693.cs,(global),class GClass693 | class GClass694 | class GClass695,,7,14,3,Token:27 | RID:27 | NonSerialized:14 | Append:13 | RVA:10 | File:10 | Offset:10 | Format:10
GClass696.cs,(global),class GClass696 | class GClass697,,8,10,5,Token:27 | RID:27 | RVA:13 | File:13 | Offset:13 | NonSerialized:9 | GClass697:8 | GClass696:7
GClass698.cs,(global),class GClass698,,1,4,3,Token:7 | RID:7 | SpawnPoint:3 | Append:3 | Format:3 | Time:3 | ProfileDataSide:3 | IsValid:3
GClass699.cs,(global),class GClass699,,29,13,8,Token:45 | RID:45 | RVA:30 | File:30 | Offset:30 | ISpawnPoint:18 | AppendLine:15 | NonSerialized:14
GClass7.cs,(global),class GClass7,,8,0,2,Token:9 | RID:9 | RVA:8 | File:8 | Offset:8 | MonoBehaviour:8 | IEnumerator:7 | StartBehaviourTimer:7
GClass70.cs,(global),class GClass70,BaseLogicLayerSimpleAbstractClass,5,0,1,Token:7 | RID:7 | RVA:6 | File:6 | Offset:6 | BotLogicDecision:5 | AICoreActionEndStruct:4 | AICoreActionResultStruct:3
GClass700.cs,(global),class GClass700,,1,4,3,Token:7 | RID:7 | NonSerialized:4 | String_0:3 | String_1:3 | Vector3_0:3 | Float_0:3 | StringBuilder:3
GClass701.cs,(global),class GClass701,,6,5,3,Token:13 | RID:13 | ISpawnPoint:8 | RVA:6 | File:6 | Offset:6 | AppendLine:6 | GClass700:6
GClass702.cs,(global),class GClass702 | class Class357,,6,1,4,ISyncAble:24 | Token:15 | RID:15 | GClass702:8 | Func:8 | RVA:7 | File:7 | Offset:7
GClass703.cs,(global),class GClass703 | class Class364,GInterface26,3,6,4,Token:23 | RID:23 | Quaternion:18 | Float_0:11 | Fingers:9 | RVA:8 | File:8 | Offset:8
GClass705.cs,(global),class GClass705,,3,1,3,MineDirectional:19 | Action:13 | Token:11 | RID:11 | RVA:7 | File:7 | Offset:7 | System:4
GClass706.cs,(global),class GClass706 | class Class371 | class Class372,,10,1,3,Token:21 | RID:21 | KeyValuePair:17 | Dictionary:14 | GClass706:12 | Func:11 | RVA:10 | File:10
GClass707.cs,(global),class GClass707,,1,0,0,XYCellSizeStruct:3 | Token:2 | RID:2 | ItemRotation:2 | System:1 | GClass707:1 | RVA:1 | File:1
GClass709.cs,(global),class GClass709,LoggerClass,1,1,3,Token:6 | RID:6 | GClass709:5 | Time:4 | RVA:3 | File:3 | Offset:3 | System:2
GClass71.cs,(global),class GClass71,BaseLogicLayerSimpleAbstractClass,26,1,1,BotLogicDecision:55 | DebugBotDesition:50 | AICoreActionEndStruct:44 | Token:29 | RID:29 | AICoreActionResultStruct:28 | GClass26:28 | RVA:27
GClass710.cs,(global),class GClass710,LoggerClass,2,1,3,Token:7 | RID:7 | GClass710:5 | RVA:4 | File:4 | Offset:4 | Instance:3 | Profile:3
GClass712.cs,(global),class GClass712,LoggerClass,4,2,0,Token:8 | RID:8 | GClass712:8 | RVA:5 | File:5 | Offset:5 | Instance:5 | Array:3
GClass713.cs,(global),class GClass713,LoggerClass,7,0,2,LogLevel:11 | Token:9 | RID:9 | RVA:8 | File:8 | Offset:8 | ToString:8 | Time:6
GClass716.cs,(global),class GClass716,LoggerClass,0,1,0,GClass716:4 | Token:3 | RID:3 | System:1 | LoggerClass:1 | RVA:1 | File:1 | Offset:1
GClass717.cs,(global),class GClass717,LoggerClass,0,1,0,GClass717:4 | Token:3 | RID:3 | System:1 | LoggerClass:1 | RVA:1 | File:1 | Offset:1
GClass718.cs,(global),class GClass718,LoggerClass,0,0,1,Token:2 | RID:2 | GClass718:2 | System:1 | NLog:1 | LoggerClass:1 | RVA:1 | File:1
GClass719.cs,(global),class GClass719,LoggerClass,3,2,4,LogType:17 | GClass719:14 | StackTraceLogType:11 | Token:9 | RID:9 | Singleton:7 | RVA:4 | File:4
GClass72.cs,(global),class GClass72,BaseLogicLayerSimpleAbstractClass,9,1,4,Token:12 | RID:12 | BotOwner_0:12 | RVA:10 | File:10 | Offset:10 | AICoreActionEndStruct:6 | BotLogicDecision:5
GClass720.cs,(global),class GClass720,LoggerClass,2,1,1,GClass720:8 | Token:5 | RID:5 | Singleton:4 | RVA:3 | File:3 | Offset:3 | LoggerMode:2
GClass721.cs,(global),class GClass721,LoggerClass,5,3,4,Token:15 | RID:15 | GClass721:13 | LogType:12 | StackTraceLogType:11 | RVA:8 | File:8 | Offset:8
GClass722.cs,(global),class GClass722,LoggerClass,0,1,1,GClass722:8 | Token:5 | RID:5 | Gclass722_0:3 | RVA:2 | File:2 | Offset:2 | LoggerMode:2
GClass726.cs,(global),class GClass726,LoggerClass,0,0,0,Token:2 | RID:2 | GClass726:2 | System:1 | LoggerClass:1 | RVA:1 | File:1 | Offset:1
GClass727.cs,(global),class GClass727,LoggerClass,0,0,0,Token:2 | RID:2 | GClass727:2 | System:1 | LoggerClass:1 | RVA:1 | File:1 | Offset:1
GClass728.cs,(global),class GClass728,LoggerClass,0,0,0,Token:2 | RID:2 | GClass728:2 | System:1 | LoggerClass:1 | RVA:1 | File:1 | Offset:1
GClass73.cs,(global),class GClass73,BaseLogicLayerSimpleAbstractClass,5,0,1,BotOwner_0:10 | Token:7 | RID:7 | RVA:6 | File:6 | Offset:6 | GameEventsData:4 | KhorovodGameEvent:4
GClass731.cs,(global),class GClass731,LoggerClass,1,2,2,Token:7 | RID:7 | GClass731:5 | RVA:3 | File:3 | Offset:3 | System:2 | NonSerialized:2
GClass733.cs,(global),class GClass733,LogConfiguratorAbstractClass,2,0,2,LogLevel:16 | SetLoggingLevels:8 | Fatal:8 | Info:6 | GClass733:4 | Token:3 | RID:3 | IL_8A:3
GClass734.cs,(global),class GClass734,LogConfiguratorAbstractClass,2,0,2,GClass734:4 | Token:3 | RID:3 | NLog:2 | RVA:2 | File:2 | Offset:2 | LoggingConfiguration:2
GClass735.cs,(global),class GClass735,,4,7,1,Token:13 | RID:13 | T:8 | NonSerialized:7 | Int_0:6 | RVA:5 | File:5 | Offset:5
GClass736.cs,(global),class GClass736 | class GClass737 | class GClass738,,12,12,5,Token:44 | RID:44 | GClass736:24 | RVA:23 | File:23 | Offset:23 | NonSerialized:13 | GClass737:11
GClass739.cs,(global),class GClass739,,0,4,1,Token:6 | RID:6 | GClass739:2 | Vector3:2 | Id:2 | Layer:2 | IsTrigger:2 | Obb:2
GClass74.cs,(global),class GClass74 | class Class214,BaseLogicLayerSimpleAbstractClass,7,5,3,Token:16 | RID:16 | BotOwner_0:10 | BotLogicDecision:10 | RVA:8 | File:8 | Offset:8 | GClass856:8
GClass740.cs,(global),class GClass740,,4,4,2,Vector3:12 | Token:10 | RID:10 | RVA:5 | File:5 | Offset:5 | BoxCollider_0:5 | Collider_0:4
GClass742.cs,(global),class GClass742 | struct GStruct34 | class Class418 | class Class419,IDisposable | IDisposable,16,23,5,Token:54 | RID:54 | RVA:22 | File:22 | Offset:22 | NonSerialized:16 | GClass742:13 | BoxCollider:13
GClass75.cs,(global),class GClass75,BaseLogicLayerSimpleAbstractClass,7,3,2,BotOwner_0:13 | Token:12 | RID:12 | RVA:8 | File:8 | Offset:8 | Exfiltration:7 | BotLogicDecision:5
GClass753.cs,(global),class GClass753,,2,0,1,GClass753:16 | Vector3:13 | Cross:9 | Right:8 | Up:8 | Forward:8 | GStruct32:4 | Token:3
GClass754.cs,(global),class GClass754,,1,0,1,Mathf:4 | Pow:4 | Token:2 | RID:2 | System:1 | UnityEngine:1 | GClass754:1 | RVA:1
GClass756.cs,(global),class GClass756,,53,0,4,GClass756:107 | Token:57 | RID:57 | Delegate1:54 | List:53 | IActorEvents:53 | AnimationEventParameter:53 | RVA:52
GClass758.cs,(global),class GClass758,,1,0,1,RELOAD:91 | TO:67 | OUT:45 | IN:36 | IDLE:35 | END:31 | FIRE:29 | JAM:27
GClass759.cs,(global),class GClass759,ObjectInHandsAnimator,8,1,3,Token:13 | RID:13 | Action:12 | RVA:10 | File:10 | Offset:10 | WeaponAnimationSpeedControllerClass:5 | Animator:5
GClass76.cs,(global),class GClass76,BaseLogicLayerSimpleAbstractClass,7,8,2,BotOwner_0:22 | BotLogicDecision:20 | CustomNavigationPoint_0:18 | Token:17 | RID:17 | AICoreActionResultStruct:11 | GClass26:11 | Memory:11
GClass760.cs,(global),class GClass760,,1,0,0,Token:2 | RID:2 | Apply:2 | System:1 | GClass760:1 | RVA:1 | File:1 | Offset:1
GClass761.cs,(global),class GClass761,,4,7,2,Token:12 | RID:12 | Rotation:9 | Position:7 | LocalVelocity:7 | StateInfo:7 | Write:7 | GClass761:5
GClass762.cs,(global),class GClass762,GClass761,2,2,1,AnimatorParams:6 | Token:5 | RID:5 | WriteToBuffer:3 | StateHash:3 | ReadFromBuffer:3 | RVA:2 | File:2
GClass763.cs,(global),class GClass763,,3,0,0,GClass761:5 | Token:4 | RID:4 | RVA:3 | File:3 | Offset:3 | ReadPlayerFrame:2 | ReadFromBuffer:2
GClass764.cs,(global),class GClass764,,2,0,0,GClass762:4 | Token:3 | RID:3 | RVA:2 | File:2 | Offset:2 | System:1 | GClass764:1
GClass766.cs,(global),class GClass766,,1,1,0,Token:3 | RID:3 | GClass766:3 | StateName:3 | System:1 | RVA:1 | File:1 | Offset:1
GClass767.cs,(global),class GClass767,,2,0,1,Token:3 | RID:3 | Write:3 | GClass766:3 | RVA:2 | File:2 | Offset:2 | StateName:2
GClass768.cs,(global),class GClass768 | class GClass769 | class Class424 | class Class425 | class Class426,IDisposable,14,7,7,Token:33 | RID:33 | GClass768:28 | EFT:25 | InventoryLogic:24 | IContainer:23 | GClass769:18 | RVA:16
GClass77.cs,(global),class GClass77,GClass76,17,7,2,BotOwner_0:29 | Token:26 | RID:26 | AICoreActionEndStruct:20 | RVA:18 | File:18 | Offset:18 | BotLogicDecision:14
GClass772.cs,(global),class GClass772,,1,4,1,Token:7 | RID:7 | Transform:4 | GameObject_0:4 | IsActive:4 | GClass772:2 | RVA:2 | File:2
GClass774.cs,(global),class GClass774 | class Class437,,9,17,3,Action:59 | Token:56 | RID:56 | Current:36 | RVA:27 | File:27 | Offset:27 | CompilerGenerated:15
GClass777.cs,(global),class GClass777,,3,3,2,Token:18 | RID:18 | MovementContext_0:11 | RVA:9 | File:9 | Offset:9 | Float_0:6 | Bool_0:5
GClass778.cs,(global),class GClass778,ICharacterController,8,5,3,Token:68 | RID:68 | RVA:42 | File:42 | Offset:42 | CharacterController_0:28 | Action:12 | CompilerGenerated:6
GClass779.cs,(global),class GClass779,,3,0,0,Token:4 | RID:4 | ICharacterController:4 | RVA:3 | File:3 | Offset:3 | CharacterStruct:3 | CopyFields:2
GClass78.cs,(global),class GClass78,GClass76,18,10,3,Token:30 | RID:30 | RVA:19 | File:19 | Offset:19 | BotOwner_0:16 | ShootPointClass:15 | AICoreActionEndStruct:14
GClass780.cs,(global),class GClass780,,1,0,0,EBodyPartColliderType:9 | Token:2 | RID:2 | System:1 | GClass780:1 | RVA:1 | File:1 | Offset:1
GClass781.cs,(global),class GClass781,,0,2,0,Token:3 | RID:3 | System:1 | GClass781:1 | SHOT_MAX_FLY_TIME:1 | MAX_DELTA_TIME:1
GClass782.cs,(global),class GClass782,ICharacterController,16,20,5,Token:100 | RID:100 | RVA:57 | File:57 | Offset:57 | CapsuleCollider_0:20 | NonSerialized:19 | Vector3:18
GClass783.cs,(global),class GClass783,GClass782,2,2,2,Token:12 | RID:12 | RVA:6 | File:6 | Offset:6 | Vector3:5 | Vector3_3:4 | GClass783:2
GClass784.cs,(global),class GClass784,,3,0,1,PlayerSpiritBones:17 | PoseType:17 | Token:4 | RID:4 | RVA:3 | File:3 | Offset:3 | ProneTiltRight:3
GClass785.cs,(global),class GClass785,ICharacterController,8,5,3,Token:68 | RID:68 | RVA:42 | File:42 | Offset:42 | CharacterController_0:28 | Action:12 | CompilerGenerated:6
GClass786.cs,(global),class GClass786,,0,2,0,Token:3 | RID:3 | System:1 | GClass786:1 | NicknameChangeDate:1
GClass788.cs,(global),class GClass788,GInterface214,1,10,2,Token:22 | RID:22 | JsonProperty:10 | RVA:7 | File:7 | Offset:7 | ProfileId:7 | Side:7
GClass789.cs,(global),class GClass789,,0,2,0,Token:4 | RID:4 | Eft:4 | ProfileStats:4 | Arena:4 | GClass789:2 | System:1 | RVA:1
GClass79.cs,(global),class GClass79 | class Class215,BaseLogicLayerSimpleAbstractClass,16,16,5,Token:37 | RID:37 | BotOwner_0:26 | RVA:18 | File:18 | Offset:18 | GroupPoint:18 | BotLogicDecision:17
GClass790.cs,(global),class GClass790,,0,6,0,Token:8 | RID:8 | ETagStatus:3 | GClass790:2 | IsBoss:2 | IsFollower:2 | IsHostileToEverybody:2 | ScavRoleKey:2
GClass792.cs,(global),class GClass792 | class Class441 | class Class442,,7,2,4,Transform:31 | Token:14 | RID:14 | GClass792:9 | RVA:7 | File:7 | Offset:7 | Dictionary:7
GClass793.cs,(global),class GClass793,,5,1,3,Serialize:27 | Token:7 | RID:7 | RVA:5 | File:5 | Offset:5 | ISerializer:5 | SynchronizableObjectType:5
GClass794.cs,(global),class GClass794,,1,0,1,System:2 | Token:2 | RID:2 | Collections:1 | Generic:1 | GClass794:1 | RVA:1 | File:1
GClass795.cs,(global),class GClass795,,8,5,3,Token:14 | RID:14 | GClass795:11 | File:9 | RVA:8 | Offset:8 | Vector3:8 | Write:6
GClass797.cs,(global),class GClass797,,4,6,0,T:15 | Token:14 | RID:14 | Int_1:7 | Gparam_1:6 | NonSerialized:6 | Int_0:5 | Gparam_0:4
GClass798.cs,(global),class GClass798,,3,2,0,Token:11 | RID:11 | T:9 | Int_3:7 | Int_2:7 | Int_1:6 | RVA:4 | File:4
GClass799.cs,(global),class GClass799,GClass798<double>,5,0,0,Token:7 | RID:7 | RVA:6 | File:6 | Offset:6 | GClass799:2 | System:1 | GClass798:1
GClass8.cs,(global),class GClass8,,0,0,0,T:6 | Token:3 | RID:3 | Shuffle:3 | RVA:2 | File:2 | Offset:2 | Random:2
GClass80.cs,(global),class GClass80,BaseLogicLayerSimpleAbstractClass,60,84,6,BotOwner_0:233 | Token:148 | RID:148 | Memory:124 | BotLogicDecision:110 | NonSerialized:82 | GoalEnemy:75 | Time:74
GClass800.cs,(global),class GClass800,GClass798<float>,5,0,0,Token:7 | RID:7 | RVA:6 | File:6 | Offset:6 | GClass800:2 | System:1 | GClass798:1
GClass801.cs,(global),class GClass801,GClass797<double>,3,0,0,Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | GClass801:2 | System:1 | GClass797:1
GClass802.cs,(global),class GClass802,GClass797<float>,3,0,0,Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | GClass802:2 | System:1 | GClass797:1
GClass803.cs,(global),class GClass803,GClass797<Vector3>,3,0,1,Vector3:9 | Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | GClass803:2 | System:1
GClass804.cs,(global),class GClass804,,1,2,0,Token:7 | RID:7 | Float_1:6 | RVA:3 | File:3 | Offset:3 | Float_0:3 | GClass804:2
GClass805.cs,(global),class GClass805,,1,4,2,Token:12 | RID:12 | Float_2:8 | RVA:5 | File:5 | Offset:5 | NonSerialized:4 | Time:3
GClass806.cs,(global),class GClass806,,0,6,2,Token:7 | RID:7 | EFT:2 | ESpawnCategoryMask:2 | EPlayerSideMask:2 | System:1 | Game:1 | Spawning:1
GClass807.cs,(global),class GClass807 | struct in | struct Struct83,,3,3,3,Token:8 | RID:8 | GClass807:5 | Type:5 | FieldInfo:5 | Struct83:5 | List:4 | BindingFlags:4
GClass808.cs,(global),class GClass808 | struct Struct84,,5,1,3,Color:9 | Token:8 | RID:8 | GClass808:6 | Color32:6 | MaxValue:6 | RVA:5 | File:5
GClass809.cs,(global),class GClass809,,3,0,3,BindingFlags:8 | Token:5 | RID:5 | Component:5 | Behaviour:5 | Renderer:5 | LODGroup:5 | Collider:5
GClass81.cs,(global),class GClass81,BaseLogicLayerSimpleAbstractClass,9,3,2,BotOwner_0:21 | AICoreActionEndStruct:17 | Token:16 | RID:16 | RVA:11 | File:11 | Offset:11 | AbstractSuppressStationary_0:10
GClass810.cs,(global),class GClass810,,53,0,2,Vector3:333 | DrawLine:139 | Gizmos:97 | Debug:89 | Color:73 | Token:54 | RID:54 | RVA:53
GClass811.cs,(global),class GClass811,,6,4,2,Token:11 | RID:11 | RVA:6 | File:6 | Offset:6 | GClass811:5 | Conditional:5 | UNITY_EDITOR:5
GClass812.cs,(global),class GClass812,,4,1,2,GClass812:9 | HashSet_0:9 | Token:6 | RID:6 | RVA:4 | File:4 | Offset:4 | GetHashCode:4
GClass813.cs,(global),class GClass813,,4,0,0,Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | GClass812:4 | LogErrorFormat:2 | LogError:2
GClass814.cs,(global),class GClass814 | class Class389,LoggerClass,6,1,5,GClass814:14 | Token:11 | RID:11 | RVA:7 | File:7 | Offset:7 | Class389:7 | NLog:5
GClass815.cs,(global),class GClass815,,6,4,2,GClass815:15 | Token:12 | RID:12 | List_0:9 | RVA:6 | File:6 | Offset:6 | NonSerialized:5
GClass816.cs,(global),class GClass816,,3,0,2,Conditional:6 | Token:4 | RID:4 | RVA:3 | File:3 | Offset:3 | DEBUG:3 | CONSOLE:3
GClass817.cs,(global),class GClass817,,4,0,1,StackTraceLogType:11 | Application:6 | LogType:6 | None:6 | Token:5 | RID:5 | SetStackTraceLogType:5 | Full:5
GClass818.cs,(global),class GClass818 | struct GStruct48,,12,2,2,U:22 | Token:21 | RID:21 | RVA:15 | File:15 | Offset:15 | List_0:14 | T:12
GClass819.cs,(global),class GClass819,,6,2,1,Color:17 | GClass819:16 | Token:10 | RID:10 | RVA:7 | File:7 | Offset:7 | Vector3_1:7
GClass82.cs,(global),class GClass82 | class Class212,GClass81,11,5,3,Token:19 | RID:19 | BotOwner_0:17 | RVA:12 | File:12 | Offset:12 | Time:6 | AbstractSuppressStationary_0:6
GClass820.cs,(global),class GClass820 | struct GStruct49,,2,2,2,T:17 | GStruct49:8 | Token:7 | RID:7 | GClass820:7 | Item1:6 | Item2:6 | Count:4
GClass821.cs,(global),class GClass821,,2,4,1,Token:14 | RID:14 | RVA:7 | File:7 | Offset:7 | Capacity:6 | GClass822:6 | Gclass822_0:5
GClass822.cs,(global),class GClass822,,1,3,1,Token:9 | RID:9 | Float_1:5 | Int_0:5 | RVA:4 | File:4 | Offset:4 | Sum:3
GClass823.cs,(global),class GClass823,,6,1,1,Plane:14 | Token:9 | RID:9 | GClass823:9 | Vector3:8 | RVA:6 | File:6 | Offset:6
GClass824.cs,(global),class GClass824,,1,4,3,Token:9 | RID:9 | Stopwatch_0:5 | Long_1:5 | NonSerialized:4 | System:3 | RVA:3 | File:3
GClass826.cs,(global),class GClass826,,8,5,4,Gparam_0:35 | Token:23 | RID:23 | Int_0:23 | Size:19 | T:16 | RVA:14 | File:14
GClass827.cs,(global),class GClass827 | struct GStruct50,,5,10,2,Token:17 | RID:17 | GClass827:11 | GStruct50:8 | IntPtr:3 | GetProcessMemoryInfo:3 | RVA:3 | File:3
GClass828.cs,(global),class GClass828,,2,5,0,Token:13 | RID:13 | Int_0:6 | RVA:5 | File:5 | Offset:5 | NonSerialized:5 | Double_2:4
GClass829.cs,(global),class GClass829,,1,2,0,Token:6 | RID:6 | Double_0:4 | Alpha:3 | RVA:2 | File:2 | Offset:2 | System:1
GClass83.cs,(global),class GClass83,BaseLogicLayerSimpleAbstractClass,13,0,1,AICoreActionEndStruct:18 | Token:15 | RID:15 | RVA:14 | File:14 | Offset:14 | BotOwner_0:8 | BotLogicDecision:4
GClass830.cs,(global),class GClass830,,1,4,0,Token:8 | RID:8 | Double_0:4 | Double_1:4 | Alpha:3 | Beta:3 | RVA:2 | File:2
GClass831.cs,(global),class GClass831,,1,5,0,Token:12 | RID:12 | Double_2:7 | Int_0:5 | NonSerialized:5 | RVA:4 | File:4 | Offset:4
GClass832.cs,(global),class GClass832,,0,0,1,T:27 | Token:8 | RID:8 | RVA:7 | File:7 | Offset:7 | NativeArray:5 | NativeArrayOptions:2
GClass833.cs,(global),class GClass833 | enum CheckType | struct GStruct51,,0,6,1,Token:18 | RID:18 | GClass833:11 | CheckType:8 | Gstruct51_0:6 | RVA:4 | File:4 | Offset:4
GClass834.cs,(global),class GClass834,,2,1,1,T:9 | List:8 | Queue_0:6 | Token:5 | RID:5 | RVA:3 | File:3 | Offset:3
GClass835.cs,(global),class GClass835,,3,4,1,T:15 | Token:9 | RID:9 | Queue_0:8 | Action:5 | RVA:4 | File:4 | Offset:4
GClass836.cs,(global),class GClass836,,3,2,2,Token:9 | RID:9 | Queue_0:8 | RVA:5 | File:5 | Offset:5 | Float_0:4 | Dequeue:3
GClass837.cs,(global),class GClass837,,3,5,0,Double_0:13 | Token:12 | RID:12 | Int_1:12 | Int_3:8 | Int_2:8 | Int_0:7 | RVA:5
GClass838.cs,(global),class GClass838,,1,2,0,Token:10 | RID:10 | Int_0:5 | RVA:4 | File:4 | Offset:4 | Double_0:4 | NonSerialized:2
GClass839.cs,(global),class GClass839,,3,3,1,GClass839:23 | String_1:19 | Length:12 | Append:12 | Token:8 | RID:8 | Math:5 | RVA:4
GClass84.cs,(global),class GClass84,BaseLogicLayerSimpleAbstractClass,23,0,1,AICoreActionEndStruct:41 | BotRequestType:39 | BotOwner_0:34 | BotRequestController:30 | CurRequest:28 | Token:25 | RID:25 | RVA:24
GClass841.cs,(global),class GClass841,,1,0,3,System:3 | GClass841:3 | Token:2 | RID:2 | Task:2 | Struct85:2 | Runtime:1 | CompilerServices:1
GClass842.cs,(global),class GClass842 | class GClass843 | class Class459,,20,13,7,Token:44 | RID:44 | T:34 | RVA:26 | File:26 | Offset:26 | GClass842:18 | Vector3:16
GClass844.cs,(global),class GClass844,,3,2,4,IEnumerator:11 | Token:6 | RID:6 | Stack:6 | List_0:5 | System:3 | RVA:3 | File:3
GClass845.cs,(global),class GClass845,WebClient,4,2,4,Token:9 | RID:9 | RVA:6 | File:6 | Offset:6 | Debug:4 | Can:4 | T:4
GClass846.cs,(global),class GClass846,,0,1,1,Token:4 | RID:4 | JObject:3 | JToken:3 | System:1 | Newtonsoft:1 | Json:1 | Linq:1
GClass848.cs,(global),class GClass848,,3,1,0,Token:8 | RID:8 | T:6 | RVA:5 | File:5 | Offset:5 | Func_0:4 | GClass848:3
GClass849.cs,(global),class GClass849,,2,2,0,Token:10 | RID:10 | T:7 | Bool_0:6 | RVA:5 | File:5 | Offset:5 | GClass849:3
GClass85.cs,(global),class GClass85,GClass84,1,0,2,Token:3 | RID:3 | GClass85:2 | RVA:2 | File:2 | Offset:2 | ShallUseNow:2 | System:1
GClass850.cs,(global),class GClass850,,3,1,1,Vector3:13 | Gizmos:11 | Token:5 | RID:5 | Quaternion:4 | Matrix4x4:4 | RVA:3 | File:3
GClass851.cs,(global),class GClass851 | class Class463 | class Class464 | class Class465 | class Class466,,4,3,4,T:58 | Token:26 | RID:26 | RVA:15 | File:15 | Offset:15 | LogType:14 | Log:14
GClass852.cs,(global),class GClass852,,0,0,1,T:11 | UnityEngine:3 | Token:3 | RID:3 | RVA:2 | File:2 | Offset:2 | MonoBehaviour:2
GClass853.cs,(global),class GClass853,,0,0,2,TElement:11 | TCollection:8 | Token:5 | RID:5 | TDictionary:5 | RVA:4 | File:4 | Offset:4
GClass854.cs,(global),class GClass854,,4,0,0,Token:5 | RID:5 | RVA:4 | File:4 | Offset:4 | System:1 | GClass854:1 | LogInsurance:1
GClass855.cs,(global),class GClass855 | enum SideTurn | class Class468 | class Class469 | class Class470 | class Class471 | class Class472 | class Class473,,78,17,17,Token:125 | RID:125 | RVA:94 | File:94 | Offset:94 | Vector3:65 | T:60 | GClass855:52
